ESNERR_StCode,Region,Date,AvgOfTime,AvgOfDD_LAT,AvgOfDD_LONG,Temp C,Sal (PSU),AvgOfpH,DO SAT %,DO mg/L,Turb (NTU),Chl (ug/L),Floating Algae % Cover,Ammonia as N mg/L,Umol Ammonia,Nitrate as N (mg/L),Umol Nitrate,Nitrite as N (mg/L),MLML Nitrate mg/L,MCCL Phosphate (mg/L),Umol Phosphate,total Nitrogen,Free Ammonia (mg/L),Lab Chl a (ug/L)
BSE,Lower Slough,3/5/2019,0.55,36.8215,-121.7834,14.69,10.62,8.28,114.67,10.91,5.92,118.87,15.00,0.01,1.02,,,0.01,0.00,0.03,1.05,0.02,0.00,12.25
CAT,Freshwater Pond,3/5/2019,0.52,36.8207,-121.7318,15.47,20.14,7.00,93.77,8.28,5.95,,0.00,0.32,22.64,,,0.04,0.28,0.00,0.07,0.59,0.00,3.88
CC,Upper Slough,3/5/2019,0.52,36.8601,-121.7401,13.18,0.32,7.18,44.90,4.70,45.69,10.19,0.00,0.07,4.83,,,0.03,0.66,0.11,3.62,0.73,0.00,3.94
HLE,Upper Slough,3/5/2019,0.52,36.8563,-121.7549,14.83,0.91,7.38,79.10,7.96,52.09,19.34,0.00,0.68,48.43,,,0.10,5.02,0.09,2.83,5.70,0.00,20.03
HLW,Upper Slough,3/5/2019,0.52,36.8565,-121.755,16.15,17.61,7.28,79.60,7.04,10.11,15.78,5.00,0.30,21.57,,,0.06,1.21,0.04,1.34,1.51,0.00,15.11
JR,Lower Slough,3/5/2019,0.55,36.8171,-121.7871,14.49,28.63,7.55,87.83,7.50,4.97,4.93,0.00,0.20,14.50,,,0.03,0.76,0.06,1.89,0.97,0.00,2.78
KP,Upper Slough,3/5/2019,0.60,36.8398,-121.7437,15.90,21.69,7.93,109.43,9.49,11.90,,1.00,0.12,8.36,,,0.04,0.84,0.02,0.50,0.95,0.00,30.21
MCS,Lower Slough,3/5/2019,0.64,36.7963,-121.7832,14.94,7.16,8.84,177.67,17.17,25.75,154.68,0.00,0.02,1.20,,,0.12,2.23,0.28,9.18,2.25,0.00,225.42
MCS2,Lower Slough,3/5/2019,0.63,36.7777,-121.7379,14.66,3.23,6.45,26.37,2.63,77.86,57.24,0.00,0.21,14.64,,,0.04,0.01,0.11,3.45,0.21,0.00,52.11
MDW,Tembladero Slough,3/5/2019,0.61,36.7719,-121.7897,14.96,1.24,7.47,72.97,7.31,145.69,13.82,0.00,0.93,66.64,,,0.20,21.33,0.42,13.46,22.26,0.01,14.99
MLN,Lower Slough,3/5/2019,0.57,36.8,-121.7844,15.26,27.69,7.86,113.97,9.65,8.20,10.80,0.00,0.07,5.31,,,0.02,1.10,0.05,1.60,1.17,0.00,16.64
MLS,Lower Slough,3/5/2019,0.58,36.7997,-121.7847,14.66,6.75,8.97,137.73,13.42,258.64,144.83,0.00,0.01,0.90,,,0.10,1.62,0.14,4.39,1.64,0.00,174.52
NERRNM,Reserve,3/5/2019,0.55,36.83465,-121.73843,14.94,28.05,7.95,103.63,8.81,2.83,,5.00,0.09,6.10,,,0.02,0.55,0.02,0.76,0.64,0.00,5.86
NERRVM,Lower Slough,3/5/2019,0.57,36.8112,-121.7792,14.44,30.16,7.71,99.57,8.44,5.47,3.40,0.00,0.07,4.69,,,0.01,0.38,0.02,0.71,0.45,0.00,3.09
PRN,Tembladero Slough,3/5/2019,0.59,36.7908,-121.7904,14.76,2.03,7.63,81.17,8.13,166.19,12.57,0.00,0.69,49.07,,,0.12,21.39,0.42,13.46,22.08,0.01,15.83
PRS,Tembladero Slough,3/5/2019,0.59,36.7904,-121.7907,14.76,2.08,7.59,82.37,8.24,128.50,12.63,0.00,0.38,27.14,,,0.12,21.78,0.45,14.63,22.16,0.00,13.23
RBR,Reserve,3/5/2019,0.51,36.8199,-121.7371,14.80,28.04,7.96,96.33,8.21,3.10,,0.00,0.06,4.57,,,0.02,0.59,0.03,1.00,0.65,0.00,6.83
ROK,Freshwater Pond,3/5/2019,0.53,36.8239,-121.7343,16.10,3.82,3.55,134.23,12.92,10.55,,0.00,2.29,163.43,,,0.01,10.16,0.04,1.45,12.45,0.00,169.57
RSM,Reserve,3/5/2019,0.54,36.824,-121.74,14.97,27.07,7.93,102.40,8.75,3.72,,0.00,0.06,4.05,,,0.03,0.55,0.03,0.89,0.61,0.00,10.27
SKL,Lower Slough,3/5/2019,0.56,36.8106,-121.7864,14.34,29.47,7.61,91.87,7.84,3.45,2.98,0.00,0.11,7.71,,,0.03,0.74,0.04,1.18,0.85,0.00,2.62
SRB,Salinas River,3/5/2019,0.62,36.7321,-121.7807,14.16,0.22,7.97,94.90,9.74,592.20,4.62,0.00,0.02,1.47,,,0.01,0.71,0.08,2.67,0.73,0.00,5.22
STB,Reserve,3/5/2019,0.51,36.8296,-121.734,16.14,21.88,8.02,28.53,2.45,4.92,6.69,1.00,0.63,44.86,,,0.01,0.00,0.00,0.07,0.63,0.02,3.43
TS,Tembladero Slough,3/5/2019,0.63,36.7651,-121.7596,14.66,0.69,7.78,100.30,10.14,245.23,20.29,0.00,0.07,5.02,,,0.09,26.80,0.42,13.43,26.87,0.00,25.46
TS2,Tembladero Slough,3/5/2019,0.60,36.772296,-121.787341,14.77,0.71,7.64,85.80,8.66,215.71,13.92,0.00,0.67,47.71,,,0.19,23.12,0.33,10.80,23.79,0.01,12.57
APC,Upper Slough,4/2/2019,0.55,36.8439,-121.7513,20.44,26.14,8.41,196.93,15.22,6.05,,10.00,0.04,2.57,,,0.02,0.00,0.20,6.30,0.04,0.00,3.76
APN,Upper Slough,4/2/2019,0.56,36.8471,-121.7545,19.83,29.17,8.26,236.00,18.13,3.72,,10.00,0.09,6.37,,,0.01,0.03,0.04,1.33,0.12,0.01,2.68
APS,Upper Slough,4/2/2019,0.54,36.8423,-121.7469,19.68,5.59,8.31,66.87,5.92,9.34,,0.00,0.03,2.01,,,0.05,0.00,0.42,13.43,0.03,0.00,128.06
BSE,Lower Slough,4/2/2019,0.56,36.8215,-121.7834,18.63,11.73,8.77,145.00,12.64,13.08,21.61,1.00,0.04,2.53,,,0.02,0.03,0.06,1.87,0.06,0.01,8.90
CAT,Freshwater Pond,4/2/2019,0.47,36.8207,-121.7318,17.93,18.14,6.88,49.27,4.19,11.82,,0.00,0.91,64.71,,,0.21,0.37,0.00,0.01,1.27,0.00,4.28
CC,Upper Slough,4/2/2019,0.46,36.8601,-121.7401,15.02,0.71,7.26,71.60,7.19,9.69,15.47,0.00,0.15,10.71,,,0.02,0.03,0.04,1.17,0.18,0.00,6.68
HLE,Upper Slough,4/2/2019,0.45,36.8563,-121.7549,17.80,8.74,7.56,112.73,10.17,17.05,44.58,0.00,0.26,18.64,,,0.10,3.04,0.00,0.01,3.30,0.00,92.86
HLW,Upper Slough,4/2/2019,0.46,36.8565,-121.755,18.12,26.43,7.80,80.67,6.51,10.67,11.30,0.00,0.24,17.36,,,0.03,0.25,0.03,1.10,0.49,0.01,11.64
JR,Lower Slough,4/2/2019,0.48,36.8171,-121.7871,16.02,31.74,7.99,100.40,8.17,4.23,1.32,0.00,0.16,11.71,,,0.02,0.31,0.03,0.95,0.48,0.00,2.40
KP,Upper Slough,4/2/2019,0.53,36.8398,-121.7437,17.74,28.86,7.61,77.03,6.16,6.49,,1.00,0.18,13.14,,,0.02,0.09,0.04,1.33,0.28,0.00,2.68
MCS,Lower Slough,4/2/2019,0.55,36.7963,-121.7832,17.58,26.18,8.40,174.33,14.22,9.77,24.11,0.00,0.02,1.09,,,0.09,0.56,0.11,3.65,0.57,0.00,39.13
MCS2,Lower Slough,4/2/2019,0.54,36.7777,-121.7379,18.24,2.13,7.34,68.03,6.33,43.81,14.24,0.00,0.72,51.14,,,0.12,0.19,0.06,1.86,0.91,0.01,12.17
MDW,Tembladero Slough,4/2/2019,0.52,36.7719,-121.7897,17.21,1.66,8.56,148.40,14.14,295.14,161.66,0.00,0.03,1.84,,,0.21,34.50,0.25,8.14,34.53,0.00,222.60
MLN,Lower Slough,4/2/2019,0.49,36.8,-121.7844,17.05,30.28,8.18,122.10,9.82,6.20,4.20,0.00,0.09,6.61,,,0.03,1.16,0.05,1.53,1.25,0.00,8.98
MLS,Lower Slough,4/2/2019,0.49,36.7997,-121.7847,18.45,12.88,8.99,205.40,17.85,74.66,56.16,0.00,0.02,1.54,,,0.08,0.16,0.14,4.46,0.18,0.01,69.69
NERRVM,Lower Slough,4/2/2019,0.56,36.8112,-121.7792,15.73,31.69,8.03,99.20,8.11,23.49,2.10,0.00,0.07,5.22,,,0.03,0.17,0.02,0.57,0.25,0.00,3.19
PRN,Tembladero Slough,4/2/2019,0.50,36.7908,-121.7904,16.18,28.78,8.05,100.10,8.26,49.04,13.61,0.00,0.15,10.79,,,0.06,1.13,0.06,1.97,1.28,0.00,15.57
PRS,Tembladero Slough,4/2/2019,0.51,36.7904,-121.7907,17.60,3.06,9.05,244.97,22.96,74.32,191.84,0.00,0.01,0.59,,,0.26,30.90,0.17,5.54,30.91,0.00,243.96
RBR,Reserve,4/2/2019,0.45,36.8199,-121.7371,16.11,30.76,7.65,88.20,7.20,4.46,,1.00,0.10,6.94,,,0.01,0.11,0.03,0.86,0.20,0.00,3.22
ROK,Freshwater Pond,4/2/2019,0.47,36.8239,-121.7343,18.32,3.10,3.47,55.87,5.16,4.77,,0.00,1.80,128.29,,,0.01,2.53,0.00,0.01,4.33,0.00,9.26
RSM,Reserve,4/2/2019,0.48,36.824,-121.74,16.76,30.33,7.32,78.25,6.33,5.83,,0.00,0.10,7.39,,,0.02,0.08,0.02,0.78,0.18,0.00,10.30
SKL,Lower Slough,4/2/2019,0.49,36.8106,-121.7864,15.52,31.96,8.04,102.17,8.38,1.90,1.00,0.00,0.08,5.49,,,0.01,0.21,0.01,0.37,0.28,0.00,2.43
SRB,Salinas River,4/2/2019,0.53,36.7321,-121.7807,17.65,0.30,8.40,97.87,9.32,56.74,4.84,0.00,0.04,2.61,,,0.01,2.16,0.09,2.89,2.20,0.00,3.49
STB,Reserve,4/2/2019,0.45,36.8296,-121.734,16.76,22.31,7.73,8.80,0.74,29.28,7.78,80.00,0.57,40.64,,,0.01,0.03,0.04,1.19,0.60,0.01,6.11
TS,Tembladero Slough,4/2/2019,0.54,36.7651,-121.7596,18.05,1.11,8.59,141.30,13.28,113.48,113.88,0.00,0.13,9.54,,,0.69,64.40,0.57,18.47,64.53,0.02,162.81
TS2,Tembladero Slough,4/2/2019,0.51,36.772296,-121.787341,17.25,1.56,8.78,189.00,18.00,94.86,178.17,0.00,0.01,0.89,,,0.34,62.00,0.46,14.85,62.01,0.00,245.53
BSE,Lower Slough,5/14/2019,0.53,36.8215,-121.7834,21.06,29.36,9.02,175.00,13.12,10.43,,0.00,0.01,0.61,,,0.01,0.02,0.00,0.02,0.03,0.00,42.06
CC,Upper Slough,5/14/2019,0.41,36.8601,-121.7401,17.59,5.92,6.46,48.33,4.45,60.32,,0.00,1.60,114.29,,,0.08,0.22,0.00,0.02,1.82,0.00,27.44
HLE,Upper Slough,5/14/2019,0.40,36.8563,-121.7549,19.35,24.29,8.35,88.43,7.05,18.84,,0.00,0.03,2.42,,,0.28,2.21,0.00,0.09,2.24,0.00,85.74
HLW,Upper Slough,5/14/2019,0.40,36.8565,-121.755,19.58,34.14,7.56,61.80,4.63,4.32,,0.00,0.03,2.27,,,0.06,0.07,0.04,1.41,0.10,0.00,15.49
JR,Lower Slough,5/14/2019,0.43,36.8171,-121.7871,17.83,32.71,8.15,123.20,9.62,2.43,,0.00,0.10,7.36,,,0.01,0.26,0.06,1.96,0.37,0.00,2.20
MCS,Lower Slough,5/14/2019,0.52,36.7963,-121.7832,21.22,30.65,8.48,178.40,13.24,4.76,,0.00,0.00,0.20,,,0.16,1.27,0.11,3.45,1.27,0.00,14.94
MCS2,Lower Slough,5/14/2019,0.51,36.7777,-121.7379,22.54,11.96,8.55,249.80,20.17,20.47,,0.00,0.03,2.04,,,0.02,0.00,0.02,0.61,0.03,0.00,207.51
MDW,Tembladero Slough,5/14/2019,0.48,36.7719,-121.7897,19.11,8.46,7.85,58.13,5.12,134.87,,0.00,0.12,8.79,,,0.07,7.24,0.24,7.65,7.36,0.00,6.28
MLN,Lower Slough,5/14/2019,0.45,36.8,-121.7844,17.52,32.01,8.04,113.57,8.96,3.69,,0.00,0.12,8.71,,,0.03,1.44,0.06,1.96,1.57,0.00,2.98
MLS,Lower Slough,5/14/2019,0.45,36.7997,-121.7847,18.91,31.90,8.13,139.30,10.71,560.83,,0.00,0.14,10.29,,,0.06,1.04,0.06,1.88,1.18,0.01,4.55
PRN,Tembladero Slough,5/14/2019,0.47,36.7908,-121.7904,19.47,9.53,8.35,124.77,10.84,57.95,,0.00,0.03,2.32,,,0.27,28.20,0.32,10.27,28.23,0.00,76.83
PRS,Tembladero Slough,5/14/2019,0.47,36.7904,-121.7907,19.75,10.08,8.32,122.90,10.58,61.65,,0.00,0.03,2.11,,,0.50,29.60,0.33,10.65,29.63,0.00,78.56
SKL,Lower Slough,5/14/2019,0.44,36.8106,-121.7864,16.75,32.71,8.08,104.20,8.31,1.47,,0.00,0.07,5.04,,,0.01,0.15,0.03,0.89,0.22,0.00,1.90
SRB,Salinas River,5/14/2019,0.49,36.7321,-121.7807,21.00,0.63,8.62,126.80,11.27,4.44,,0.00,0.00,0.20,,,0.03,5.16,0.19,6.13,5.16,0.00,2.49
STB,Reserve,5/14/2019,0.39,36.8296,-121.734,19.02,43.41,8.08,8.47,0.61,23.88,,75.00,0.15,10.50,,,0.02,0.00,0.01,0.33,0.15,0.01,10.76
TS,Tembladero Slough,5/14/2019,0.50,36.7651,-121.7596,20.66,1.32,8.66,166.40,14.82,122.65,,0.00,0.01,0.99,,,0.17,45.20,0.35,11.34,45.21,0.00,325.34
TS2,Tembladero Slough,5/14/2019,0.48,36.772296,-121.787341,20.16,2.97,8.70,194.90,17.36,96.31,,0.00,0.02,1.12,,,0.29,39.92,0.36,11.52,39.94,0.00,248.30
APC,Upper Slough,6/11/2019,0.41,36.8439,-121.7513,25.18,38.55,8.12,82.03,5.43,7.38,,40.00,0.10,7.29,,,0.01,0.00,0.24,7.81,0.10,0.01,10.06
APN,Upper Slough,6/11/2019,0.42,36.8471,-121.7545,25.71,34.71,8.02,157.40,10.55,5.51,,1.00,0.05,3.66,,,0.01,0.00,0.05,1.73,0.05,0.00,11.56
APS,Upper Slough,6/11/2019,0.40,36.8423,-121.7469,25.89,26.03,8.51,63.10,4.43,68.31,,0.00,0.06,4.52,,,0.02,0.00,0.11,3.49,0.06,0.01,24.25
BSE,Lower Slough,6/11/2019,0.47,36.8215,-121.7834,26.77,31.99,8.63,113.30,7.57,6.62,16.75,10.00,0.22,15.36,,,0.01,0.06,0.01,0.32,0.27,0.05,8.81
CAT,Freshwater Pond,6/11/2019,0.35,36.8207,-121.7318,22.14,34.90,6.47,25.93,1.85,54.20,,0.00,0.07,4.76,,,0.02,0.01,0.00,0.02,0.07,0.00,44.96
CC,Upper Slough,6/11/2019,0.35,36.8601,-121.7401,23.28,15.46,6.92,22.00,1.72,47.05,127.94,98.00,0.34,24.21,,,0.02,0.28,0.00,0.02,0.62,0.00,161.30
HLE,Upper Slough,6/11/2019,0.34,36.8563,-121.7549,23.00,28.05,8.07,78.63,5.74,21.82,43.85,1.00,0.02,1.30,,,0.01,0.76,0.01,0.19,0.78,0.00,19.14
HLW,Upper Slough,6/11/2019,0.34,36.8565,-121.755,23.90,34.33,7.65,80.10,5.55,6.18,19.70,1.00,0.05,3.27,,,0.01,0.07,0.10,3.17,0.11,0.00,13.37
JR,Lower Slough,6/11/2019,0.38,36.8171,-121.7871,19.86,33.55,8.08,120.47,9.01,3.65,2.50,1.00,0.01,0.58,,,0.01,0.04,0.06,2.02,0.05,0.00,4.56
KP,Upper Slough,6/11/2019,0.39,36.8398,-121.7437,21.71,34.08,7.50,67.50,4.87,3.87,,0.00,0.01,0.51,,,0.01,0.04,0.07,2.31,0.04,0.00,10.00
MCS,Lower Slough,6/11/2019,0.46,36.7963,-121.7832,21.73,30.83,8.28,172.83,12.70,3.88,31.22,2.00,0.09,6.11,,,0.10,1.23,0.10,3.33,1.32,0.01,2.79
MCS2,Lower Slough,6/11/2019,0.45,36.7777,-121.7379,27.57,12.56,8.45,270.90,19.93,44.16,242.16,0.00,0.03,1.89,,,0.02,0.00,0.21,6.84,0.03,0.00,349.89
MDW,Tembladero Slough,6/11/2019,0.42,36.7719,-121.7897,25.16,7.03,8.32,100.67,7.97,69.60,38.11,1.00,0.09,6.23,,,0.25,16.08,0.29,9.48,16.17,0.01,44.15
MLN,Lower Slough,6/11/2019,0.39,36.8,-121.7844,17.72,32.08,7.93,97.67,7.67,5.02,2.11,1.00,0.11,7.64,,,0.05,2.58,0.08,2.64,2.69,0.00,3.01
MLS,Lower Slough,6/11/2019,0.39,36.7997,-121.7847,17.68,32.22,8.00,119.30,9.37,5.99,2.11,1.00,0.13,8.93,,,0.05,1.09,0.07,2.41,1.22,0.00,2.33
NERRNM,Reserve,6/11/2019,0.37,36.83465,-121.73843,21.73,34.46,7.54,59.23,4.26,7.91,,0.00,0.09,6.18,,,0.01,0.02,0.07,2.28,0.11,0.00,8.81
NERRVM,Lower Slough,6/11/2019,0.45,36.8112,-121.7792,17.67,33.41,7.81,103.20,8.05,2.10,,1.00,0.04,2.82,,,0.01,0.11,0.03,1.07,0.15,0.00,3.50
PRN,Tembladero Slough,6/11/2019,0.41,36.7908,-121.7904,23.85,6.29,8.63,158.20,12.88,52.63,36.69,0.00,0.03,2.13,,,0.49,38.80,0.28,9.17,38.83,0.01,69.80
PRS,Tembladero Slough,6/11/2019,0.41,36.7904,-121.7907,25.14,3.43,8.75,185.50,14.98,37.63,33.59,0.00,0.01,0.67,,,0.54,44.40,0.39,12.59,44.41,0.00,68.44
RBR,Reserve,6/11/2019,0.33,36.8199,-121.7371,20.04,33.71,7.64,81.60,6.08,3.75,,5.00,0.01,0.57,,,0.01,0.01,0.04,1.43,0.02,0.00,8.13
ROK,Freshwater Pond,6/11/2019,0.36,36.8239,-121.7343,23.48,5.10,5.94,43.00,3.55,50.12,,0.00,3.44,245.71,,,0.01,0.00,0.01,0.18,3.44,0.00,802.87
RSM,Reserve,6/11/2019,0.37,36.824,-121.74,21.71,33.77,7.65,88.50,6.39,7.41,,1.00,0.00,0.16,,,0.00,0.00,0.05,1.73,0.00,0.00,11.78
SKL,Lower Slough,6/11/2019,0.38,36.8106,-121.7864,16.68,33.21,7.98,101.63,8.09,2.13,2.54,0.00,0.03,2.23,,,0.01,0.09,0.03,1.03,0.12,0.00,2.01
SRB,Salinas River,6/11/2019,0.44,36.7321,-121.7807,25.67,10.14,8.36,173.13,13.35,5.79,6.33,1.00,0.02,1.21,,,0.06,5.80,0.20,6.42,5.82,0.00,9.63
STB,Reserve,6/11/2019,0.33,36.8296,-121.734,22.37,41.71,8.42,18.83,1.28,6.12,9.17,80.00,0.06,4.34,,,0.01,0.00,0.01,0.28,0.06,0.01,26.43
TS,Tembladero Slough,6/11/2019,0.44,36.7651,-121.7596,23.86,1.32,8.49,173.17,14.51,94.08,104.39,1.00,0.02,1.14,,,0.72,44.00,0.34,11.02,44.02,0.00,203.76
TS2,Tembladero Slough,6/11/2019,0.42,36.772296,-121.787341,24.49,1.22,8.59,171.53,14.21,42.94,47.71,1.00,0.01,0.58,,,0.46,44.40,0.48,15.63,44.41,0.00,70.07
APC,Upper Slough,7/9/2019,0.33,36.8439,-121.7513,17.45,37.95,7.73,21.90,1.67,8.74,,10.00,0.27,19.00,,,0.13,0.00,0.23,7.43,0.27,0.00,10.66
APN,Upper Slough,7/9/2019,0.34,36.8471,-121.7545,17.15,35.76,7.49,54.10,4.20,4.21,,2.00,0.09,6.09,,,0.13,0.00,0.03,0.96,0.09,0.00,5.24
APS,Upper Slough,7/9/2019,0.32,36.8423,-121.7469,17.18,42.26,7.64,23.40,1.75,1.47,,0.00,0.02,1.70,,,0.13,0.02,0.19,5.97,0.05,0.00,113.41
BSE,Lower Slough,7/9/2019,0.44,36.8215,-121.7834,21.10,36.39,8.66,89.80,6.46,17.98,133.47,10.00,0.02,1.19,,,0.13,0.00,0.00,0.16,0.02,0.00,197.01
CAT,Freshwater Pond,7/9/2019,0.28,36.8207,-121.7318,16.98,39.40,7.42,40.00,3.05,62.58,,0.00,0.95,67.50,,,0.13,0.13,0.00,0.16,1.08,0.01,158.18
CC,Upper Slough,7/9/2019,0.29,36.8601,-121.7401,17.38,5.67,8.59,86.00,7.97,34.10,121.06,0.00,0.03,2.12,,,0.13,2.77,0.00,0.16,2.80,0.00,111.55
HLE,Upper Slough,7/9/2019,0.27,36.8563,-121.7549,19.35,32.04,8.12,72.00,5.49,6.07,26.83,1.00,0.02,1.55,,,0.13,10.80,0.00,0.16,10.82,0.00,41.19
HLW,Upper Slough,7/9/2019,0.28,36.8565,-121.755,19.76,35.11,8.04,76.13,5.65,5.47,42.47,1.00,0.03,1.96,,,0.13,0.02,0.08,2.57,0.05,0.00,34.35
JR,Lower Slough,7/9/2019,0.31,36.8171,-121.7871,17.06,33.15,7.96,64.50,5.10,5.31,13.18,1.00,0.04,3.10,,,0.13,0.05,0.04,1.32,0.10,0.00,10.76
KP,Upper Slough,7/9/2019,0.31,36.8398,-121.7437,18.86,34.85,7.57,66.53,5.03,4.10,,0.00,0.12,8.29,,,0.13,0.04,0.04,1.22,0.15,0.00,4.29
MCS,Lower Slough,7/9/2019,0.43,36.7963,-121.7832,19.45,31.86,8.24,136.70,10.40,2.09,4.01,80.00,0.10,7.29,,,0.13,1.05,0.13,4.16,1.15,0.01,12.37
MCS2,Lower Slough,7/9/2019,0.42,36.7777,-121.7379,20.86,21.70,8.36,68.67,5.41,43.81,352.99,0.00,0.10,6.90,,,0.13,0.02,0.48,15.50,0.11,0.01,263.02
MDW,Tembladero Slough,7/9/2019,0.38,36.7719,-121.7897,17.99,9.32,9.05,86.50,7.75,102.98,85.42,1.00,0.03,2.16,,,0.13,5.20,0.00,0.16,5.23,0.01,84.94
MLN,Lower Slough,7/9/2019,0.33,36.8,-121.7844,16.28,31.98,7.90,89.23,7.21,2.85,3.57,0.00,0.12,8.79,,,0.13,1.20,0.07,2.21,1.32,0.00,2.65
MLS,Lower Slough,7/9/2019,0.34,36.7997,-121.7847,16.23,32.27,7.85,69.43,5.61,695.03,23.58,40.00,0.13,9.29,,,0.13,0.58,0.14,4.49,0.71,0.00,6.20
NERRNM,Reserve,7/9/2019,0.30,36.83465,-121.73843,17.59,34.21,7.59,63.63,4.95,2.82,,0.00,0.15,10.48,,,0.13,0.04,0.03,0.81,0.18,0.00,2.60
NERRVM,Lower Slough,7/9/2019,0.37,36.8112,-121.7792,16.39,33.66,7.80,96.20,7.68,2.70,,0.00,0.14,10.07,,,0.13,0.09,0.02,0.64,0.23,0.00,2.44
PRN,Tembladero Slough,7/9/2019,0.35,36.7908,-121.7904,18.53,14.95,8.55,50.80,4.35,38.94,26.33,0.00,0.11,7.71,,,0.13,8.68,0.13,4.04,8.79,0.01,32.33
PRS,Tembladero Slough,7/9/2019,0.36,36.7904,-121.7907,18.76,15.02,8.48,50.10,4.27,42.65,27.97,0.00,0.08,5.92,,,0.13,9.36,0.14,4.55,9.44,0.01,34.84
RBR,Reserve,7/9/2019,0.27,36.8199,-121.7371,18.10,34.03,7.63,71.90,5.54,3.55,,0.00,0.10,7.08,,,0.13,0.04,0.03,1.13,0.14,0.00,3.10
ROK,Freshwater Pond,7/9/2019,0.29,36.8239,-121.7343,15.71,7.45,5.78,45.57,4.32,90.03,,0.00,9.12,651.43,,,0.13,0.01,0.01,0.37,9.13,0.00,425.88
RSM,Reserve,7/9/2019,0.29,36.824,-121.74,17.89,34.18,7.57,67.00,5.18,4.44,,0.00,0.07,5.07,,,0.13,0.03,0.03,1.02,0.10,0.00,4.23
SKL,Lower Slough,7/9/2019,0.32,36.8106,-121.7864,15.86,32.90,8.01,93.70,7.59,3.09,5.79,0.00,0.03,1.96,,,0.13,0.02,0.02,0.58,0.05,0.00,4.93
SRB,Salinas River,7/9/2019,0.39,36.7321,-121.7807,19.99,0.93,8.52,131.20,11.87,3.14,21.81,0.00,0.01,1.06,,,0.13,5.52,0.25,8.01,5.53,0.00,38.38
STB,Reserve,7/9/2019,0.27,36.8296,-121.734,14.67,47.22,8.18,3.43,0.26,28.84,31.92,50.00,0.18,12.86,,,0.13,0.00,0.07,2.27,0.18,0.01,31.14
TS,Tembladero Slough,7/9/2019,0.41,36.7651,-121.7596,19.09,1.22,8.17,97.30,8.94,46.15,37.84,0.00,0.03,2.14,,,0.50,48.40,0.46,14.98,48.43,0.00,58.96
TS2,Tembladero Slough,7/9/2019,0.37,36.772296,-121.787341,19.58,6.76,8.56,93.30,8.22,30.13,35.55,5.00,0.22,15.36,,,0.32,26.80,0.28,8.98,27.02,0.03,72.09
APC,Upper Slough,8/6/2019,0.37,36.8439,-121.7513,18.22,36.64,7.82,14.23,1.08,7.53,,0.00,0.01,1.02,,,0.00,0.00,0.09,2.93,0.02,0.00,54.08
APN,Upper Slough,8/6/2019,0.38,36.8471,-121.7545,17.39,34.60,7.44,29.23,2.28,2.64,,0.00,0.08,5.66,,,0.00,0.00,0.04,1.32,0.08,0.00,8.10
APS,Upper Slough,8/6/2019,0.36,36.8423,-121.7469,18.04,47.92,8.21,2.20,0.16,51.38,,0.00,0.02,1.14,,,0.04,0.00,0.11,3.68,0.02,0.00,31.27
BSE,Lower Slough,8/6/2019,0.38,36.8215,-121.7834,19.28,40.42,8.71,59.93,4.35,31.53,,2.00,0.03,2.20,,,0.06,0.79,0.05,1.51,0.82,0.00,93.85
CC,Upper Slough,8/6/2019,0.26,36.8601,-121.7401,19.81,24.32,8.52,40.17,3.18,16.37,,0.00,0.18,13.00,,,0.03,0.24,0.16,5.07,0.42,0.02,56.62
HLE,Upper Slough,8/6/2019,0.25,36.8563,-121.7549,20.07,36.41,8.09,54.40,3.99,1.91,,0.00,0.11,8.00,,,0.02,0.02,0.11,3.58,0.13,0.01,16.87
HLW,Upper Slough,8/6/2019,0.25,36.8565,-121.755,20.26,36.39,8.07,53.77,3.93,2.41,,0.00,0.08,5.78,,,0.00,0.01,0.13,4.23,0.09,0.00,20.88
JR,Lower Slough,8/6/2019,0.29,36.8171,-121.7871,16.81,33.70,8.04,50.17,3.97,4.10,,0.00,0.09,6.26,,,0.00,0.01,0.09,2.94,0.10,0.00,4.22
KP,Upper Slough,8/6/2019,0.34,36.8398,-121.7437,19.84,34.34,7.84,61.43,4.58,3.13,,0.00,0.07,4.78,,,0.00,0.02,0.04,1.38,0.08,0.00,9.51
MCS,Lower Slough,8/6/2019,0.38,36.7963,-121.7832,17.97,32.76,8.43,61.80,4.81,2.47,,7.00,0.25,17.64,,,0.06,1.04,0.13,4.16,1.29,0.02,3.04
MCS2,Lower Slough,8/6/2019,0.37,36.7777,-121.7379,18.00,43.22,8.69,57.57,4.21,124.05,,0.00,0.04,2.65,,,0.00,0.00,0.12,3.91,0.04,0.01,361.84
MDW,Tembladero Slough,8/6/2019,0.34,36.7719,-121.7897,17.54,7.28,8.66,47.90,4.38,92.86,,0.00,0.09,6.28,,,0.26,10.55,0.12,4.00,10.64,0.01,13.26
MLN,Lower Slough,8/6/2019,0.30,36.8,-121.7844,15.67,32.82,8.06,70.63,5.75,3.41,,0.00,0.18,13.14,,,0.03,1.20,0.08,2.42,1.38,0.01,1.75
MLS,Lower Slough,8/6/2019,0.30,36.7997,-121.7847,16.12,32.93,7.87,28.30,2.28,2.28,,12.00,0.34,24.14,,,0.09,0.37,0.15,4.94,0.71,0.01,4.65
